actor_id,emotion,intensity,duration,energy_mean,energy_std,pitch_mean,pitch_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std
1,Sad,Normal,1.472,0.0048878402,0.0033322135,113.85486693153108,13.902586940545776,-655.7869,104.873146,122.43358,74.13739,9.595571,37.667343,43.680283,28.438713,2.8452964,23.507038,5.146881,17.8495,-4.9166384,18.62257,-21.263681,17.714792,-10.723948,13.817359,-1.7417475,15.002574,-5.694692,11.64035,4.915516,11.41124,-9.980223,9.118197
1,Sad,Strong,1.728,0.0094015505,0.008379731,145.66423166729356,21.83386987994571,-586.4488,92.07304,108.94378,63.9429,2.536555,34.862347,32.765575,23.21828,4.549705,28.357403,-10.778883,18.0686,-12.616135,15.781714,-23.538858,16.98877,-16.456049,12.710068,1.6864961,15.247077,-17.152721,13.441195,6.358402,15.331137,-16.614868,10.482873
1,Sad,Strong,1.792,0.009796347,0.006997023,143.74176904980774,22.28834518214293,-581.6161,98.24183,110.70133,69.254654,2.3427742,36.167328,37.294647,24.35829,3.5906065,24.152714,-8.380219,21.392586,-11.811922,21.824356,-30.298326,20.429222,-15.526801,13.180381,0.9639855,12.760956,-15.550798,12.470596,5.8109884,13.353705,-15.832895,11.319858
1,Sad,Strong,1.792,0.011928078,0.007337214,140.79016964426094,18.366080454091406,-549.40814,93.4089,104.01838,67.93948,4.5721464,30.42389,32.35707,25.925783,-0.49111143,25.363028,-9.543052,18.192324,-12.969347,21.193714,-27.138725,21.652199,-13.6697645,13.018015,2.4170227,15.772021,-14.559679,11.496782,6.131606,14.642152,-17.230165,14.902682
1,Sad,Strong,1.888,0.005478188,0.0038683722,123.3663843169812,8.800633337058782,-647.48865,93.26936,123.166565,71.64599,7.9689126,35.041195,42.196606,26.365055,3.6290438,24.347954,-0.9707291,17.425207,-10.388264,14.888246,-19.162369,16.769903,-7.3092914,13.178788,-2.7965796,14.848116,-7.431593,13.694929,0.9995021,11.082968,-14.06688,10.3371935
2,Angry,Normal,1.728,0.013249312,0.011554303,261.5507235752264,54.375814029855256,-547.30164,95.209984,86.73133,62.14107,-18.70028,36.489033,13.665493,29.00923,-23.364122,28.508133,-3.2896345,22.875353,-22.70032,26.748943,-11.893529,14.033434,-8.598835,19.98844,-6.625369,13.123068,-12.416497,12.060171,-9.465226,14.847188,-4.9104514,10.342242
2,Angry,Normal,1.856,0.015060152,0.012964722,243.1130034457973,36.37155867334804,-537.9885,103.25195,73.59719,63.415966,-21.566624,47.35456,8.512558,33.552677,-30.194836,32.5634,-2.191519,21.11443,-25.837519,22.033257,-13.734976,18.041897,-11.7533245,17.238836,-9.769091,11.137885,-12.351102,13.135623,-14.847197,11.79071,-3.151655,10.133126
2,Angry,Normal,1.856,0.015401824,0.011814468,244.71769729444676,41.90931499555885,-540.59265,108.37244,81.44774,73.88777,-16.320131,45.56236,6.722744,34.53605,-24.746946,32.554478,-3.1378713,19.942886,-24.859144,20.431564,-13.493957,16.853695,-9.584616,17.772007,-10.859846,12.035022,-13.30513,13.827621,-13.039354,11.742191,-6.2860627,10.156746
2,Angry,Normal,1.952,0.0125425495,0.012651423,258.10105668752976,61.118637351997386,-542.55945,94.812256,71.005104,63.86945,-23.982262,35.129486,13.469609,30.105564,-24.872738,26.632921,-3.1747265,22.128557,-22.30931,22.937902,-6.4348903,13.435105,-5.861788,17.88711,-3.9252865,13.904951,-9.741027,11.078264,-7.8405824,13.834988,-5.5264907,10.352055
2,Angry,Strong,1.92,0.044072676,0.040992774,360.370021009508,65.80283174547226,-441.61697,91.57452,54.404125,58.08963,-37.569138,41.523754,5.398891,33.179764,-41.945473,34.4667,0.036839142,21.332067,-29.746883,27.75434,-11.307285,16.089783,-11.933016,20.867542,-10.375689,14.092376,-12.620792,12.2745285,-13.65546,15.761229,-4.642709,13.737785
2,Angry,Strong,1.984,0.034537476,0.031473,316.35922615577573,58.54168060973458,-456.32822,92.613785,60.144905,58.981773,-39.432507,40.61529,6.165948,34.78177,-42.024933,33.71623,5.2448487,23.28682,-25.001883,28.47332,-12.569746,15.316657,-13.1902685,20.215862,-10.135552,13.771282,-11.419505,12.531883,-15.2032795,17.718761,-3.5965462,8.669862
2,Angry,Strong,2.048,0.073288605,0.06141233,361.1677963591048,59.03364283936234,-419.88934,105.816826,43.343502,50.910473,-47.336624,51.025574,-2.566427,35.670433,-49.86665,40.616737,-2.0719292,21.721994,-33.145935,22.132801,-18.30349,16.794615,-16.577934,22.102268,-17.95804,12.9473295,-17.292923,13.639317,-19.857735,12.701411,-8.216212,17.191895
2,Angry,Strong,1.952,0.08691981,0.07417785,368.53173941039,53.943729884311615,-397.14905,96.68436,44.968777,52.41312,-50.983257,52.530598,-4.9819546,38.897858,-49.563377,38.80817,-4.474105,19.799782,-33.00259,24.600931,-23.30821,18.86678,-17.544134,20.516602,-18.247572,12.446895,-17.008184,13.421431,-22.662212,13.462854,-9.633723,14.476159
2,Happy,Normal,1.76,0.01159221,0.010631716,250.25439815047488,62.17146459249738,-562.61395,108.7793,85.78975,55.11822,-33.60985,39.1589,25.036823,27.566849,-32.1337,26.489853,-3.382472,22.725428,-28.920408,17.560722,-9.258298,15.488121,-11.888218,16.174368,-12.902563,14.322959,-10.355613,15.760931,-14.914548,14.204132,-5.876549,9.370005
2,Happy,Normal,1.792,0.012550617,0.011680218,248.47888837575812,50.31415214879505,-566.01556,111.94915,86.81176,55.628757,-28.730333,47.99515,15.658149,29.8124,-26.898516,30.364115,-7.128646,23.187187,-31.133564,18.005308,-9.346422,16.674189,-8.9884815,14.866677,-12.7484865,12.011315,-11.582311,18.570374,-15.78903,13.771044,-5.6985865,10.061954
2,Happy,Normal,1.824,0.012903547,0.011587006,237.43034782539,47.73917635417615,-564.9529,111.96603,85.63128,57.069294,-30.923023,49.43265,14.418405,29.941647,-28.339474,29.278288,-6.5909724,23.651882,-33.360836,18.594635,-14.647413,13.173307,-11.199634,15.230861,-15.743198,9.603369,-11.381605,18.239677,-19.206572,13.686708,-6.1161575,10.069797
2,Happy,Normal,1.632,0.013504461,0.01281416,257.1485796991615,66.2043253108303,-544.7319,93.1946,83.80642,55.666836,-37.39094,39.676712,20.793058,29.710823,-31.676292,25.355402,-1.0215147,22.400785,-27.794582,18.660229,-10.888563,16.138365,-12.173373,16.286415,-11.556237,13.8194065,-12.14024,15.888724,-16.78516,13.415811,-7.442492,9.07392
2,Happy,Strong,1.728,0.023059873,0.020394137,253.11996294148463,54.93278454214068,-509.31882,111.54408,76.66758,50.62105,-30.413181,48.598,17.237053,32.580177,-29.731333,27.552626,-15.155818,20.115973,-31.744051,18.327087,-12.940577,15.956381,-9.019623,15.7773285,-23.592993,11.220506,-11.940641,17.821281,-24.196484,13.981431,-5.1379204,12.293979
2,Happy,Strong,1.888,0.024565512,0.02190442,266.33833958357224,69.39620199029378,-507.53653,107.765396,73.52082,56.7415,-29.285957,50.736588,15.908903,34.558346,-31.933975,31.607964,-12.629661,19.683584,-31.356388,17.42599,-15.406424,14.487263,-14.681473,15.528453,-21.772497,11.56421,-11.708098,17.397224,-25.404705,12.836173,-6.2245293,12.942471
2,Happy,Strong,1.664,0.033857957,0.033826333,291.38284241015907,88.50547752707696,-460.27838,91.24556,66.44795,48.305992,-43.184055,44.042522,19.456871,28.131407,-40.120823,28.12975,-11.372447,23.463009,-31.646381,16.132349,-14.866655,12.422532,-18.068245,17.314978,-17.947237,12.416111,-10.620062,16.74873,-22.153913,15.427997,-3.103232,12.150705
2,Happy,Strong,1.632,0.033803213,0.0332357,289.93123983886,75.34364422987798,-461.04333,85.62761,66.141365,43.235893,-45.35939,43.413055,18.829958,28.628897,-42.78139,28.028969,-9.097387,22.280756,-34.94807,15.992766,-13.876587,14.711062,-18.201256,17.156317,-21.60004,12.650493,-12.110518,15.643867,-25.414057,15.602441,-6.943781,9.719201
2,Sad,Normal,1.792,0.0063650752,0.005471365,218.4352218988825,21.784036535026303,-650.61395,85.747536,103.21638,60.19948,-3.385037,40.767784,10.949375,27.634705,-14.42396,23.137457,-8.075662,15.06956,-26.803267,18.284983,-9.250182,12.627577,-10.805215,14.895944,-13.277474,9.692689,-15.648523,11.933719,-11.637104,11.463795,-7.372541,7.2476397
2,Sad,Normal,1.856,0.005691242,0.0052753454,220.08136900046563,17.59244029382683,-666.0619,97.62826,99.82626,62.85137,-3.8911877,42.25196,15.478334,27.859324,-14.620445,22.4657,-6.4041343,14.986816,-23.254591,16.335678,-12.245301,13.425351,-7.664283,13.964806,-10.406591,10.286675,-15.250706,10.057658,-10.934883,13.759577,-8.762875,7.139287
2,Sad,Normal,1.856,0.0058723483,0.0052442765,234.40422327005103,30.82619480903381,-638.9848,86.08583,100.2043,62.38092,-16.662033,35.55734,14.960728,26.11091,-21.256445,25.917519,-2.9695663,16.691261,-21.728645,20.475203,-12.938429,13.531007,-10.019213,16.970755,-7.7625,13.109416,-14.096927,11.668151,-7.9585695,12.017478,-6.8657713,8.55274
2,Sad,Normal,1.92,0.005207811,0.004094488,232.21198621293271,32.02123743422477,-660.6884,99.081955,96.07378,62.64847,-13.4581175,30.682251,14.972012,27.73067,-20.064518,25.536057,-3.1070137,17.819529,-24.148285,21.870852,-9.286548,13.782576,-12.672884,15.7745,-7.824674,12.3301735,-17.713737,10.805033,-6.924797,12.842335,-6.592972,8.068877
2,Sad,Strong,1.856,0.0044771666,0.0043295515,235.18182675964488,59.185601323706656,-665.6299,103.4484,94.05011,58.86362,-9.860579,37.827568,14.094409,30.30759,-17.583971,23.466785,-10.344097,18.105,-27.444195,25.66961,-15.020082,13.369746,-11.699022,13.980144,-9.481277,12.883688,-13.363811,9.225858,-9.486565,13.906646,-6.419991,10.319144
2,Sad,Strong,1.76,0.007176695,0.0062830974,255.949530595174,28.351884909944324,-641.9308,103.14901,90.134735,61.781666,-7.9137893,43.471344,9.624974,31.879507,-17.934149,24.403284,-11.693351,14.431368,-33.287075,20.814823,-21.685059,14.427139,-15.972375,13.142138,-14.347322,11.666576,-15.575544,14.574259,-16.576542,12.960671,-7.763621,11.609739
2,Sad,Strong,1.728,0.0052804225,0.0056502693,289.706892247818,35.65839657468997,-646.5348,84.06845,81.28712,60.78912,-17.24952,38.34882,10.391695,28.1876,-27.329733,26.933346,-10.497419,17.059958,-30.251078,22.54361,-16.84999,11.735183,-14.207432,16.84856,-12.020387,13.896517,-12.910773,14.972994,-11.970232,14.453811,-0.69240695,12.742039
2,Sad,Strong,1.76,0.0059790956,0.0051746075,282.35176852496744,25.046931749957224,-647.36206,102.359604,80.86771,67.73625,-6.330341,41.37203,9.025141,31.346373,-20.859886,23.84937,-16.620274,17.04327,-31.31755,19.1183,-17.578527,14.183232,-11.970827,14.065222,-14.723507,12.630762,-12.811918,11.991164,-14.638538,16.540758,-5.9830585,9.678568
3,Angry,Normal,2.176,0.015047182,0.015122173,145.37835304047138,24.656753469733975,-520.0977,117.602745,87.06611,57.56619,-4.4338565,37.80311,28.048666,37.51076,-7.9557514,27.682596,-6.206606,23.660774,-17.620823,15.973116,0.52458316,17.20989,-10.899322,12.883158,-4.436561,12.532396,-6.364639,12.444204,-2.5304627,11.434108,-6.2627783,11.859876
3,Angry,Normal,2.112,0.0039549195,0.0037511112,97.06159311099997,5.987956518418762,-646.21063,107.927536,97.27029,54.853268,15.888589,38.090908,30.393988,36.331432,-0.3168165,27.512701,-4.4073105,20.601942,-11.353956,14.849741,0.7148477,15.451026,-5.671673,16.606825,2.096358,10.46568,-5.9094105,12.683723,2.0105574,11.972494,-5.3762965,12.389611
3,Angry,Normal,2.8771875,0.013820689,0.015147479,206.2128233046507,103.6078733650755,-565.6581,151.95285,75.35154,58.859463,-6.7132134,34.118652,14.499516,32.032032,-2.026004,24.888525,-9.871818,18.627306,-19.643658,12.331176,-5.7438827,13.160841,-10.639652,19.136686,-0.79660904,12.544984,-5.759708,14.046599,-1.4464378,11.157278,-8.384897,11.697487
3,Angry,Normal,1.984,0.012219455,0.010041093,138.5811461584422,17.586202827059466,-536.4592,114.95838,94.02533,67.008064,-0.5671741,38.538208,24.39938,32.94538,-3.9876437,25.115993,-9.01742,17.642689,-21.25562,16.95953,-1.5073532,14.086497,-13.303677,17.664558,0.15139315,12.75226,-5.2411633,12.984196,0.33569002,12.774653,-9.430373,14.653013
3,Angry,Strong,2.368,0.07970525,0.06988235,269.0566981943103,46.63425186058843,-350.59247,123.41941,63.437458,55.544273,-16.912655,38.971226,11.133592,33.05472,-25.156012,41.620346,1.4900353,20.249403,-21.373339,19.251179,-5.6580486,14.02719,-13.616106,16.338064,-5.668443,12.596253,-8.975868,14.545964,-8.410977,10.797829,-8.830751,9.436125
3,Angry,Strong,2.656,0.10327804,0.08819873,267.369423845744,41.3318327432202,-331.8336,123.03171,56.74685,44.267456,-12.500802,37.300926,8.477835,33.881763,-26.492374,43.449184,3.4367635,23.133343,-19.13093,20.073563,-9.755689,15.016352,-15.591334,16.934052,-4.013737,11.950459,-10.183395,11.392829,-9.646106,10.916725,-7.354349,10.854225
3,Angry,Strong,2.528,0.08168722,0.081048995,268.7696941971529,35.97210659773551,-351.7666,115.95011,63.515976,43.161213,-9.110302,32.275284,15.806267,36.037636,-19.495966,34.353394,-0.15448505,19.648767,-22.45574,22.196016,-4.235341,12.1037245,-10.788262,14.163577,-9.842775,12.598498,-7.7709002,11.499375,-5.4994073,10.564098,-7.7433686,10.190947
3,Angry,Strong,2.496,0.0900276,0.076485954,275.4407808546293,34.72542449779969,-340.7769,117.16562,61.310486,40.48994,-14.217718,33.16603,11.820689,33.80733,-25.845186,38.442642,5.331129,23.321503,-23.085136,19.693956,-3.33147,11.376928,-12.750218,13.854544,-9.593274,11.7103195,-5.716165,13.822814,-7.2686744,10.128,-8.75751,11.641123
3,Happy,Normal,1.696,0.01905865,0.0135472035,180.70597346815896,40.87423252566481,-511.84482,91.17073,92.05324,59.96345,-5.8405395,39.48538,11.5895195,27.976276,1.4390671,28.484163,-20.659725,17.74308,-32.529343,17.953857,-3.9950747,14.819186,-25.950815,21.786337,2.9422007,13.069949,-18.518988,13.356007,-6.8428626,12.91499,-8.916095,12.325071
3,Happy,Normal,1.888,0.014375248,0.011064701,179.378897328255,27.6238952237353,-539.6865,101.8751,98.136696,55.49907,-4.2727356,35.79686,22.273891,35.427383,1.7546483,30.048744,-14.277638,17.388754,-25.082455,15.406618,-3.1610289,13.410023,-23.351357,18.222267,6.316993,15.087941,-15.913564,12.240835,-4.6164794,10.459468,-7.460499,10.866525
3,Happy,Normal,1.664,0.013018065,0.009818632,192.01614465755037,23.67855216771096,-549.5949,92.45905,92.09595,63.703953,5.410932,42.35465,10.047659,30.105179,4.0565953,29.485027,-13.042665,18.320522,-29.57154,16.821335,0.69054866,16.886179,-25.9415,20.92313,6.544863,16.97752,-14.181781,15.861731,-3.6393476,12.982293,-9.394677,13.098445
3,Happy,Normal,1.824,0.019518035,0.014238667,233.77892085584585,27.558173845560887,-520.28204,104.50423,87.344284,52.866085,-9.542637,31.295666,7.2698593,30.513268,-4.6647816,31.796041,-13.331927,15.155104,-31.10604,16.94176,-5.4642577,13.642263,-26.890718,17.63705,1.9601841,14.918305,-17.365343,14.148262,-10.306758,11.971405,-9.988019,11.413022
3,Happy,Strong,2.848,0.056758072,0.05803393,276.81110062497834,69.36133764596526,-416.47452,131.45915,51.497654,44.12014,-4.3323073,29.849522,-3.8888783,34.73594,-10.99862,36.11986,-3.868868,14.926491,-23.970055,21.78816,-6.2303815,14.643018,-24.445837,17.08856,-2.416701,13.366391,-11.480265,12.736918,-10.844239,12.420441,-1.0184493,13.348369
3,Happy,Strong,2.528,0.056826342,0.048625022,247.3197422121773,37.86125962887901,-419.979,98.923836,65.75882,47.890682,-9.559627,33.239227,0.40470266,36.556858,-16.128202,39.187065,-10.6750555,19.592098,-31.34803,16.472536,-4.39583,12.386266,-27.53092,16.42443,6.258347,14.942996,-19.12216,14.375177,-9.013346,12.140443,-8.5515,12.270211
3,Happy,Strong,2.304,0.036358897,0.032479495,275.9654399555291,54.01825529673238,-459.3455,95.387344,67.08327,45.25287,-5.3221397,35.976643,0.7854009,33.06525,-1.3098079,34.238277,-11.398648,18.497131,-24.853594,22.620697,-1.920793,16.530697,-25.100817,23.459307,2.766498,14.849271,-18.435581,15.693055,-10.074662,13.038777,-8.847429,13.679653
3,Happy,Strong,2.4,0.037724636,0.032647148,260.1071515532263,28.936126402958912,-458.98782,98.51182,75.20887,46.2134,-1.9808863,31.67411,1.5621313,31.4206,-8.636096,34.706745,-14.314763,18.413544,-28.386415,18.715418,-0.66784996,15.7311325,-27.257921,16.268902,4.981364,13.307606,-19.42906,11.969318,-11.096729,11.627222,-9.069388,11.625969
3,Sad,Normal,1.888,0.0041367467,0.003595049,137.5022289997406,15.89721550845656,-660.0944,96.98842,113.568245,56.37296,3.70186,33.11361,24.049541,32.915775,8.013745,24.223452,-10.650448,16.299908,-20.206089,13.114516,1.3190402,17.565365,-19.162271,19.663837,1.0442283,15.086756,-14.461095,16.719776,-6.6704025,12.097587,-8.121875,10.1557665
3,Sad,Normal,2.592,0.003133832,0.0028728829,151.54620403165438,14.5363797619513,-727.4513,138.71176,102.54253,46.992344,6.6402755,34.715523,23.340006,26.06578,9.664762,20.538528,-4.0792556,18.593111,-10.600584,17.577532,4.343762,14.902564,-8.746409,22.344479,1.2605616,11.505701,-6.4256096,17.0927,-1.0150954,14.265583,-3.0685542,12.249739
3,Sad,Normal,2.464,0.00516694,0.004730841,150.98042865706103,17.289606815782026,-667.85077,140.7106,89.487015,58.432266,11.101468,35.867115,23.879887,25.234344,7.4709816,17.717426,-7.2762685,17.437235,-16.405426,18.706924,6.3209305,15.128562,-15.021675,23.847477,6.6352677,13.116904,-6.8195534,17.416643,-3.1487432,16.190226,-2.1181467,11.720861
3,Sad,Normal,2.336,0.005876037,0.0051403223,149.0091546711001,11.969709265051796,-641.77136,121.38816,92.11986,59.908928,2.6708224,38.96692,27.2128,27.04909,3.9669957,19.432165,-7.914922,16.844425,-15.731197,18.028591,1.6394012,14.106466,-14.673496,23.363745,5.4272137,14.27042,-9.489306,17.901114,-3.3550353,14.176695,-2.0228832,11.477851
3,Sad,Strong,2.592,0.015556986,0.017020158,304.3716148731936,100.89339461029792,-600.2174,148.05281,82.25184,54.12881,-16.847458,31.625965,5.511429,30.51615,-4.479169,26.024042,-15.967796,15.926571,-27.275282,18.265503,-18.516216,20.599623,-29.720469,17.88573,-7.37417,12.860466,-13.599641,13.835368,-13.349861,13.100211,-9.178172,10.053411
3,Sad,Strong,3.214125,0.019256031,0.027681625,282.7269185093046,98.9294838097462,-565.32965,157.86038,56.93523,48.202286,-2.9105258,30.707584,18.521389,22.175215,6.900066,23.425358,-1.5753657,17.226562,-13.05167,20.4351,-8.221446,16.452301,-10.9067955,19.197546,1.3590304,11.821933,-8.448187,14.473826,-1.247969,13.332075,-3.1519241,11.899394
3,Sad,Strong,2.848,0.021660775,0.023329187,307.6262502402294,82.216403386498,-567.2957,168.35602,67.71368,46.740402,-6.766122,26.585737,11.315673,26.810825,-3.194781,26.153347,-9.742967,16.78563,-25.718164,20.462332,-10.5023985,14.663507,-20.293222,16.721472,-3.6446521,10.175598,-16.036137,14.99129,-11.9312725,13.682024,-9.113135,12.217794
3,Sad,Strong,2.592,0.022488322,0.022385875,252.40964371201537,104.27221278688803,-533.24396,147.30211,78.79334,47.54412,0.5878014,33.430305,20.837223,25.281235,5.813218,28.939138,-1.8656757,18.167286,-15.504629,22.184038,-9.741568,18.628662,-17.166449,15.084462,0.03958975,14.497845,-9.945159,15.272662,-3.2792504,14.104294,-3.3901515,16.672441
